,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
624.606355365954/780.340290219418,8.169937,8.503267,8.289312,8.646802,8.696419,8.554663
560.441530461897/533.250648051273,7.876334,8.347653,8.392796,8.556513,8.337085,8.124631
620.753862347519/698.397902090084,11.051395,11.099244,10.854189,10.909911,10.703793,10.734073
375.277477063631/611.154064011503,9.69523,10.243051,10.097647,10.687372,10.052664,10.165397
560.014033802769/872.223643872602,9.589273,9.337452,9.466996,9.243993,9.675763,9.732638
31.1961754246762/1454.01768743249,9.799006,8.814494,9.385232,9.384474,8.852921,9.573146
450.180243776556/676.088983528908,8.118954,9.134904,8.456911,9.20895,9.280849,8.937888
801.427316766036/298.245179862814,10.370356,10.229084,10.621746,9.983613,10.069766,10.329747
924.419441089296/621.293428940173,13.22933,13.26983,13.19914,12.64565,12.85866,12.4623
43.6941226909035/575.979643229155,8.018226,8.291225,8.364148,7.837993,7.874771,7.716901
522.449679726049/808.307281725428,7.47689,8.493968,8.041288,7.948551,7.715287,7.806432
675.644594426741/345.179324084097,7.858177,9.103376,8.854192,8.9282,9.162675,9.073966
672.120190001371/345.179209483739,7.858177,9.103376,8.854192,8.9282,9.162675,9.073966
566.944840816029/644.325506991493,7.763561,7.634176,7.729083,7.647557,7.813569,7.694182
31.2422982266075/1335.22223629537,9.886865,9.724053,9.747107,9.251562,10.175721,9.591219
509.818703634697/596.164414805723,8.683001,8.522936,8.607936,8.717999,9.041477,9.693698
943.825720000685/409.311659822518,7.927853,8.088981,7.944537,7.871885,7.841114,8.271478
204.462139196563/329.091162962232,7.499877,6.833242,6.885004,6.823171,6.768708,7.012524
607.321402566475/431.174488715796,19.20454,19.16169,19.19059,19.09852,19.0301,18.83591
360.081509238795/387.060877581796,8.024603,7.357095,7.738733,7.386251,8.054571,8.002296
31.1680175714326/1273.0608135803,9.179033,9.462183,9.585559,8.985043,9.709977,9.61653
31.1260528229831/1306.69286318687,9.237552,9.393206,9.027414,8.852498,9.582901,9.644658
542.8779296875/896.220148926473,10.294901,10.727086,10.596028,10.831495,10.848889,10.790737
835.334735000343/498.391801263472,6.545319,7.067345,6.576093,6.236515,7.017143,7.376854
39.9779826716373/346.07806199807,7.80092,7.54874,8.331951,8.318382,7.95586,7.782988
391.505967525014/361.069823196303,7.894836,8.403394,8.372536,7.910584,8.582195,7.96053
578.314229329427/748.305917528264,7.807501,7.802488,8.42909,8.089514,8.284865,8.134744
554.125477573328/803.279996814765,8.106561,8.108812,8.168116,7.721772,7.580275,8.126282
527.350195098342/577.191442756354,10.001479,9.512974,9.986666,9.907326,9.882612,10.084873
607.311368172629/432.174921693607,16.89203,16.83266,16.85142,16.78899,16.67927,16.49421
497.531491999041/590.211866499631,6.714338,7.274578,8.111135,7.581982,8.627053,7.647641
292.289577015659/405.035748264178,7.80092,8.321617,7.821803,8.514119,8.705799,8.3181
31.1115089550353/1381.71321260694,9.277691,8.881273,9.732568,9.161962,8.939825,9.59436
391.960070158306/683.10262982774,8.087477,8.044683,8.143352,7.380076,8.417051,8.536687
546.08936510588/898.218035880437,10.026392,10.111407,10.311952,10.174244,10.647206,10.374515
561.928071674548/887.250781194746,9.773225,10.237724,10.064282,10.178593,10.176306,10.381597
31.1299824631005/1245.07714195604,9.424584,9.483893,9.305527,9.312396,9.376769,9.965852
31.2181052826999/1207.222949752,9.013509,8.566073,8.55613,8.944248,9.238136,8.764937
30.9680354804323/890.777702755237,9.331735,8.513826,8.76388,9.35377,9.248251,9.241041
544.425122712788/897.222251562049,9.009282,9.280455,9.790354,9.307459,9.821561,9.671722
862.480895996094/681.290519473625,10.80655,10.759577,11.180239,10.734917,10.566027,10.399873
393.817425108792/707.092694585527,7.562271,7.39621,7.586735,8.007994,7.660948,8.04781
527.841494911595/633.140150204449,6.90135,7.443251,8.196404,6.929743,7.403747,7.635767
590.02833958676/753.39260060475,6.820259,7.004837,7.08455,6.967215,6.898509,6.821114
393.093316864549/436.189162456755,8.209465,8.033948,8.048753,7.853402,7.875676,8.236731
31.1239473777905/1136.77134650033,9.672339,10.089858,10.180765,10.550172,9.935162,10.020311
31.1179296593917/1136.73511925052,9.672339,10.089858,10.180765,10.550172,9.813756,10.020311
560.955437911184/886.222820327765,10.883495,11.234174,11.508074,11.374874,11.321104,11.26423
31.2509649510969/1306.04255942217,9.415307,8.674178,9.040193,9.099397,8.953022,9.390608
883.463901452851/682.293924953134,19.856,19.85024,19.85517,19.31523,19.22767,19.07465
532.843875282689/744.320057502885,8.308349,8.831705,9.078636,8.318382,8.43704,8.065621
895.35915762918/833.395508486306,7.507825,6.892737,6.905292,7.600638,7.614656,8.065621
643.482176663583/535.243643115629,10.04889,10.090674,10.145352,10.266835,10.066508,10.190585
580.337720369038/806.302040296668,7.197275,7.134324,6.90228,6.851749,7.178594,7.240485
31.1299824965628/773.815815711575,8.574875,8.889209,8.585317,8.989078,9.791365,9.524704
667.287846080044/789.368606421315,7.84832,8.069869,7.985641,8.266721,8.161485,8.172901
587.06952439693/698.398030014529,11.051395,11.099244,10.854189,10.909911,10.703793,10.734073
668.556318316543/1080.59934152904,7.714269,7.417507,8.392544,7.860108,7.473801,7.964822
693.73092811986/285.203497128049,9.005889,8.783775,9.130721,8.079547,8.942606,8.192624
58.8837020606325/410.788737601273,9.390798,9.692764,9.829565,9.730301,9.655025,9.625081
562.138508043791/447.162440363342,16.77622,17.01319,16.852,16.84669,16.79449,16.5167
679.372371205112/399.105976546794,6.346488,6.802549,7.210378,7.338942,6.907581,7.471798
313.044492487322/411.047773646704,7.99017,8.272695,8.085098,7.46314,8.469603,7.771472
642.84111049719/762.267559827815,7.057108,8.059885,7.985641,8.176706,8.406632,7.430468
986.849249588816/879.439669909381,6.869193,7.37187,7.520524,8.116389,7.602072,7.549797
616.898347553454/719.425275587079,9.266789,9.280119,9.589037,9.430507,9.324253,9.327193
551.543032997533/856.228762413252,9.763627,9.750791,9.555263,9.816175,9.782236,9.86585
529.685789944833/716.317251207846,8.04461,8.226262,8.067831,8.000482,8.683839,8.457287
492.175769471286/766.410342576929,7.087518,6.949875,6.618522,7.311144,7.589361,7.038865
33.8144562035276/1278.40049280766,9.270672,8.935419,9.316844,9.000927,8.929008,9.152555
567.036352324904/703.397029256802,7.654271,7.747146,7.792581,7.967166,7.88743,7.705586
522.593142325418/662.161124386442,7.739692,7.459872,8.483404,8.56179,8.33902,7.929714
39.9953330190558/422.033956365226,8.10204,8.152309,8.805378,7.887858,8.144089,8.208743
293.467456483004/214.108477131156,8.266797,7.024503,7.484664,7.150507,7.287216,7.856449
980.271219889323/887.446442872144,7.169974,7.34201,7.168152,7.281803,8.023848,7.634688
681.710118343956/319.165189563765,7.894836,8.274546,8.025607,8.805874,8.821932,7.9553
318.682437829804/174.056199764288,7.97156,7.353739,7.576009,8.04956,7.958885,7.993018
597.260928505345/698.397655277011,11.051395,11.099244,10.854189,10.909911,10.703793,10.734073
419.682541696649/470.136940337144,7.57152,7.626868,7.101511,7.281702,7.824457,7.458378
585.950490851151/748.400602403841,7.825326,7.747146,7.742511,7.428017,7.166407,7.498269
31.1560877749794/1560.6478664971,8.800905,9.270672,9.127739,8.738473,8.83039,9.006112
31.0882107249477/1117.74390419729,8.759436,8.482991,8.689789,9.130343,8.477197,8.868518
31.1861579961944/1606.62701901102,10.249334,9.542565,9.559892,9.328018,9.66552,9.290528
31.2178597031978/568.8977448182,7.239059,7.663635,8.325872,7.613545,8.68511,7.78637
579.565275493421/287.221351600902,9.136994,9.321303,8.601152,8.704121,8.868758,9.220707
31.2530347589861/791.804276044204,9.660754,9.542623,9.334212,10.133738,9.798274,9.853159
281.637249862939/383.03732545273,9.800396,9.17109,9.677058,9.647533,9.591938,10.073046
31.1159121530098/1136.74881068484,9.672339,10.089858,10.180765,10.550172,9.935162,10.020311
172.595158091763/479.037678050674,8.056378,8.13953,7.910789,7.831514,8.046051,8.160002
613.618365371436/314.175301326467,7.723376,8.17621,8.076719,8.105587,8.377885,8.059565
39.4326139081988/410.111607838804,9.615824,9.639029,10.025136,10.017139,9.896206,9.636397
359.797175357216/504.163304639679,7.900885,7.847184,7.808131,8.396002,7.734962,8.159834
556.530197411253/502.084978210209,9.09051,8.899066,9.026535,8.745596,9.016735,8.432982
30.9888948808637/958.779573215042,9.389005,9.411939,8.832295,9.408222,9.366652,9.381837
522.679769951001/135.045077122855,9.662771,8.051225,7.902227,7.715194,7.82525,8.192624
31.0679299873218/1155.09385929189,8.649796,8.198987,8.607931,8.719948,8.32111,9.015161
558.480617590118/794.205377974079,6.820259,7.299958,7.35542,7.220952,6.676143,7.345683
607.395570989241/821.345943246045,10.076609,10.109389,10.013549,10.096273,9.621497,9.957671
595.369845206277/312.158175802036,7.345178,8.018211,8.041288,8.416466,8.675977,8.134744
31.2181226496111/1003.75993507316,9.574835,9.108507,9.717164,9.484756,9.506991,9.799143
391.176161381236/341.061909557145,8.252676,7.594252,8.025341,7.612511,7.696742,7.694182
380.685389468544/612.156769609576,8.391978,8.571654,8.515524,8.630559,9.033994,8.614054
1017.68361623664/930.447835411739,7.51573,7.057781,7.223063,7.474301,7.144245,7.809663
372.234385707922/545.016695230142,7.648291,7.054334,7.417498,7.449965,7.398547,7.682687
901.776653089021/680.272237921395,10.239146,10.461119,10.497111,10.421173,9.86677,10.085386
485.219328227796/417.154807730875,13.42683,12.57626,12.64311,12.4432,12.2632,12.63002
31.2330175366318/1460.35378324714,9.089428,8.226588,8.365032,8.576988,8.330185,8.344912
950.356137995134/759.488232414702,6.742021,6.648065,7.064537,6.831573,6.835849,7.038865
558.91296493798/905.135669158281,7.392353,7.612063,7.342325,8.30381,7.514742,7.93379
668.095389382881/600.371107625586,6.141827,6.194235,6.18251,6.588748,6.441715,6.643529
676.084611859238/345.188157162546,7.858177,9.103376,8.854192,8.9282,9.162675,9.073966
31.2001405347858/1584.65927893441,9.414015,9.031496,8.648845,8.771762,9.224485,8.906296
32.702824676246/1637.6504455239,8.729047,8.161679,8.141195,9.043232,8.244679,8.58725
31.2401580475924/1089.25357054099,10.694329,10.69735,10.654553,10.750121,10.816246,11.039678
607.270512095669/857.333068266666,9.186696,8.735791,9.355714,9.160382,8.916024,8.793699
31.1339123039915/1159.73412154184,9.898307,9.588015,9.536458,9.999224,9.691985,9.730911
31.1961754581384/969.758114276362,9.301667,9.424105,9.019197,9.672584,9.703005,9.302486
595.735456500137/768.420182877844,7.017482,7.170248,6.795376,7.046747,6.723442,6.9264
620.39596718236/237.148634448511,7.761573,7.594252,7.237857,7.461506,7.524072,7.886821
668.288138406319/311.221244732803,10.040747,9.724556,9.754094,9.784365,10.00517,9.620787
31.2743511199951/893.805415964838,11.242187,11.12262,10.89038,11.148935,11.33707,11.178184
520.481632701138/240.137491208526,7.121551,7.382286,7.264822,7.740706,7.321931,7.574887
596.26416015625/748.399867912601,7.825326,7.747146,7.742511,7.428017,7.166407,7.498269
504.651318466454/692.102236891335,13.783017,13.800652,13.987861,13.583407,14.07875,13.644304
937.855705395079/649.315575885725,7.890781,7.825571,7.094909,7.311144,7.017143,7.886821
979.206811737596/969.400792896701,7.667453,8.00226,8.348291,8.116389,8.331407,8.398145
281.551070363898/382.032628417539,12.62221,12.43499,12.36844,12.4354,12.52188,12.62721
681.234387849507/296.193663899256,7.734732,7.576515,7.369047,7.670457,7.292758,7.835839
31.0658772117213/1013.13053752149,8.804389,8.433979,9.12056,8.856577,9.117886,9.34023
31.1600701181512/1177.06988643325,9.759744,9.243573,9.08165,9.281852,9.967957,9.96625
824.259647837856/221.153605621118,8.859668,8.520704,7.648359,7.976384,8.054571,7.716901
536.700408400151/558.034541846729,8.202009,8.656782,8.11285,8.318382,7.990451,7.799037
571.939613743832/704.402527574491,6.303944,6.755249,6.813753,6.831573,7.161522,6.599629
553.94387656764/799.290489059667,11.908829,12.010281,11.938411,11.905249,12.14726,12.046388
553.808684767338/740.276010668402,9.670658,9.496005,10.050622,9.348192,9.229108,9.180957
31.3380172796417/1636.3269777987,8.524703,7.994792,8.164643,8.45293,8.202969,8.324219
597.368899696752/753.392333644213,6.820259,7.004837,7.08455,6.967215,6.898509,6.821114
948.640929104989/370.173667995502,7.424933,7.582653,7.876232,7.692999,7.956648,7.566247
625.76070363898/800.385549683363,8.432288,8.294013,8.146529,8.545185,8.688024,8.294317
31.2001577009235/1536.65219395465,8.741473,8.645627,8.301714,8.513103,8.663979,8.646917
699.581138209293/301.201224296643,7.362664,7.506311,7.586735,7.216643,7.78968,7.417353
579.526597943222/893.329698439897,6.057749,6.585347,7.251403,6.205496,6.676143,6.983728
591.835770456414/719.418801627521,9.266789,9.280119,9.589037,9.430507,9.324253,9.327193
977.357398317571/914.434841838076,8.388258,8.17621,8.284083,8.311848,8.621108,8.647622
31.1087544424492/878.300162056268,9.492797,9.119545,9.976556,9.533223,9.568729,9.440009
830.745402018229/681.29094141742,10.516746,10.759577,10.847414,10.734917,10.566027,10.399873
545.36007101494/804.198676348012,7.716097,7.358635,7.682205,7.005991,7.369105,7.284354
866.190699527138/694.332173388865,8.744456,8.341161,8.820839,8.364139,8.931157,8.316801
861.041119491845/327.288034353167,8.14533,8.585243,7.649468,8.296468,8.478619,8.659399
31.1840703529224/1445.6685458168,9.331411,9.537989,9.600888,9.180756,9.036733,9.140461
562.53625381202/1180.47173220115,7.167266,6.492252,7.064537,7.144022,7.076742,7.761294
506.361173930921/694.094557313085,11.199677,11.240843,11.519181,11.20133,11.342038,11.037679
48.6724738405462/667.726989329506,8.55209,8.844574,8.618565,8.514645,8.596385,8.232589
978.802999931469/899.476104258292,7.307595,7.296993,7.659664,7.647557,7.703073,7.671099
799.260141473067/298.244954188777,10.370356,10.229084,10.621746,9.983613,10.069766,10.329747
886.098703484786/367.305594268357,7.889887,8.051225,8.199076,8.704121,8.298797,8.159834
522.801051625034/548.185414067896,11.655102,10.693148,10.647091,10.646841,10.649919,10.437801
31.2502805140981/1308.67930016093,10.55296,10.57119,10.154335,10.417017,10.873754,10.500997
33.0344736743392/163.940975416789,8.948371,8.535555,8.699722,8.704121,8.33902,8.891809
784.470309073465/677.396749109816,9.522362,9.912559,9.825043,9.720668,9.448819,9.735546
751.149913051672/255.195615482206,8.3354,8.385436,7.952852,7.907972,7.663248,7.658092
30.9146843291166/814.802851053921,8.564144,8.579469,8.807422,8.865762,8.972113,9.000411
557.982086717037/722.305772733057,8.665214,9.165547,10.278948,7.942646,10.030613,9.508109
587.491390830592/731.391022702537,7.312923,6.817977,8.049065,7.021658,7.017143,7.038865
882.588565224095/655.278577614267,9.298522,9.774813,9.463437,8.846154,8.993327,8.649109
471.204368725158/1172.35100525215,6.672523,6.572075,6.464218,6.659127,7.434232,7.234599
878.632772880688/354.303950559402,7.417887,7.249151,7.168152,7.514668,7.651823,7.671099
654.126311720463/1030.60284354635,7.118994,7.423214,8.472513,7.768335,8.651804,7.912532
997.251461631373/847.491708337475,8.381321,8.656789,9.000709,9.022793,8.752154,9.090957
551.666108248527/736.298379510067,17.12065,17.19221,17.16788,17.07753,17.10429,16.8904
572.881793105811/841.277863115026,7.941423,6.963813,7.649468,6.747925,7.212145,7.038865
802.726068864789/665.263882020862,8.18854,8.354455,8.102362,8.587688,8.550522,8.430116
971.402204547012/817.418108096335,6.988748,6.802549,7.487203,7.14123,7.072992,8.02162
713.39140346594/387.180324827212,7.906908,8.492135,7.989544,7.930459,7.831426,8.011514
981.231261136239/982.444661969363,7.707382,7.18126,7.901604,8.065466,7.627162,7.599548
40.7815613328365/532.102841900613,8.786573,7.757348,7.719368,8.373079,8.197907,8.176322
568.012771338747/608.206030600139,6.087683,8.04512,8.361987,7.893902,7.814136,7.830212
568.544682017544/835.327485365629,7.59994,7.92306,8.402641,8.436644,8.256529,8.386108
30.9398774264152/879.792172094591,8.635168,8.705238,9.189375,8.469658,9.351986,8.920112
31.2418244679769/920.304853444548,9.654145,9.073507,9.352298,9.618752,9.093734,9.605623
30.8890353085702/981.766580954767,8.551035,8.472235,8.2396,8.579646,8.773419,8.536072
540.5773272598/750.292893424006,15.62539,15.53008,15.58685,15.55856,15.47508,15.30783
585.468075400905/733.401849794242,7.118994,7.004837,7.367657,7.612511,7.872402,7.391002
31.2410176595052/1295.37347250125,9.133117,9.879627,10.004926,9.594014,9.770571,9.763941
551.941292746025/720.295867265991,11.375801,10.97585,11.093626,10.951646,11.065692,11.529886
30.7841401016503/1404.37160137954,8.589488,8.589488,8.794078,9.127914,8.867271,8.85608
540.745142886513/481.11294160453,7.67245,7.46092,8.025607,7.938611,7.614671,8.567251
672.774689256099/396.176200430471,7.592484,8.14821,7.586735,8.216828,7.681302,8.109209
562.130488880894/449.169500075566,11.619158,11.753086,11.617292,11.672775,11.565739,11.611465
616.377406070107/684.38132228843,6.658311,7.318631,6.849818,6.205496,6.76924,6.623873
629.106629488761/266.153112408835,7.310304,7.307743,6.955135,7.396029,7.360388,7.063507
424.027686938905/347.058580593028,7.50974,6.935802,7.1558,6.929743,7.126759,7.101596
794.130582039816/324.256039279217,6.848364,7.205869,7.224183,7.253635,7.161522,7.067521
389.386947899534/601.146332315117,7.375076,7.810223,7.428789,7.609157,7.054966,7.647641
31.4609651732863/1979.5362245945,7.642899,7.458874,7.669821,7.647557,7.997989,8.301851
392.007071511787/610.169020527341,12.308495,13.115529,13.055709,13.131285,13.071168,12.763813
31.8122456199244/254.924303078844,8.980144,8.319357,8.68307,8.605093,8.778189,8.72565
31.2389473496822/1278.69840979338,9.852418,9.619948,9.891476,10.098308,9.576598,9.821647
998.404608475535/563.343157230721,7.745015,7.557958,7.392571,7.325643,8.003342,7.484859
31.3980875851815/1731.29379604617,8.732883,8.83746,8.032681,8.897174,8.785968,8.091931
623.498105768572/549.202489664512,9.337904,9.217882,9.260455,9.307103,9.038781,9.063482
566.275267483895/888.260416709776,7.768206,8.625259,8.770573,8.231613,7.842157,8.593402
601.730802837171/485.115413965708,10.40636,10.432375,10.157003,10.265208,10.179498,10.135642
523.692965858861/710.114097958616,7.254978,6.863296,7.597382,6.968518,7.734707,7.301882
564.733983090049/511.033640147314,10.245454,9.953865,9.74753,9.467356,9.589832,9.763376
642.712108946683/728.072561464881,7.942276,8.560411,7.884949,7.994515,8.090834,8.45585
31.071877195124/844.324888281703,9.635697,9.055344,9.551728,9.80274,9.77796,9.713523
827.443996496368/700.294658447964,10.507684,10.638107,10.737174,10.581269,10.288289,10.180303
511.404103597005/662.115662325028,8.91582,9.153746,8.70957,9.398053,9.392393,9.005647
31.2321931604753/1640.6278572137,10.419663,9.987123,9.900926,9.921219,9.906537,9.293044
567.273634525768/595.143839182299,8.491742,8.833561,8.139124,8.415977,8.246168,8.100596
973.540477016516/759.488127165072,6.742021,6.648065,7.064537,6.831573,6.835849,7.038865
827.983803196957/700.279714279145,10.507684,10.638107,10.737174,10.581269,10.288289,10.137492
53.4377546310425/343.832360455988,8.462067,7.805368,8.495744,7.890937,7.688042,8.074444
768.582159745066/253.143445844489,8.276135,7.534845,7.128821,7.994646,7.614671,8.109209
31.3520000859311/1091.39927499463,9.544747,9.543538,9.634015,9.297213,9.198867,9.84858
31.23024559021/1233.23690692587,9.947465,10.031437,9.918795,9.511538,9.758232,9.723339
653.299997430099/579.207028531484,9.942024,10.05254,10.077458,10.061875,10.258758,9.992047
937.298836691338/638.30515567322,9.970107,10.15066,10.408285,9.769028,9.220054,9.338933
31.0587019669382/1281.39289327068,8.407827,7.68605,8.196404,8.409677,8.346593,8.437986
562.742348118832/602.015968356633,8.285413,8.077104,8.025607,8.213559,8.465951,9.045679
557.477541739481/839.21515166524,6.586346,7.482348,6.930336,7.325643,7.514402,7.698429
525.420865778337/546.166598395994,14.753881,13.698041,13.774554,13.221635,13.24142,13.602006
561.465188545093/531.091940205221,14.49153,14.46537,14.36023,14.24563,14.10924,13.988
784.774755645217/685.30468120266,8.314886,8.543668,8.474356,8.967154,8.757845,9.267628
994.17956650048/702.391120005198,7.303821,7.876023,8.139261,7.726164,7.939097,7.774526
905.314350328947/439.273638230514,9.00814,8.924849,8.472352,8.7185,8.781617,8.971627
641.701144034402/339.182690072071,7.312923,7.928661,7.485738,8.375244,7.958734,8.611703
745.643857721697/563.218097504012,12.94503,12.85148,12.63532,12.59323,12.45109,12.35945
674.625632838199/517.250452152558,10.419447,10.525892,10.476897,10.612399,10.609331,10.44576
38.6415788918211/675.195603240779,6.365495,6.285843,6.863277,6.698857,7.369105,7.682687
31.1340178104869/1260.22212020177,8.625035,9.294227,8.894969,9.057613,9.322056,9.334686
992.762185615406/701.388573325364,8.516041,8.516231,8.543322,8.665977,8.752154,8.863592
467.970843934176/496.101462177429,7.134786,7.786891,7.487203,7.311144,7.802598,7.176359
641.630047714501/447.126029919642,9.632525,9.855767,9.317529,9.776382,9.513381,9.385766
479.986754300302/750.416961328855,6.643958,6.620965,6.440764,6.769296,7.292758,7.091972
826.789807771382/370.302340593817,8.108538,8.303295,7.618443,9.278674,7.977378,7.925375
31.2041224094859/1766.57412227174,9.178802,8.604565,8.320588,8.436644,8.64734,8.416679
951.766257838199/535.310782378877,11.138687,10.922301,10.818722,10.857129,10.787449,11.1067
671.145719829359/330.19900442839,6.044627,7.786891,7.464121,8.279412,7.961144,6.783051
545.274615371436/563.271503507235,6.409532,7.492158,7.918132,7.681772,8.144207,7.468447
530.707125479715/737.005976618935,7.765196,8.620867,8.674805,8.289088,8.056396,8.018341
482.272296570895/532.151353723392,13.119875,11.897023,12.122391,11.988276,12.11696,12.179989
31.2970528518944/1062.77251086359,11.77913,11.44751,11.5314,11.77356,11.20175,11.59185
655.559087385211/761.277373262276,7.354182,7.604618,7.64084,7.501957,7.888114,7.804362
33.7270879912795/988.268977377945,9.452153,9.149008,9.180334,9.334069,9.006566,9.276094
1033.46980365954/852.532754628258,6.672523,7.594252,6.639277,7.396029,7.072992,7.362574
536.138795016105/845.346954187991,8.522074,8.874049,8.969327,9.030479,8.754006,8.719764
826.072196023506/712.265106144543,9.296232,8.981732,9.019303,9.113157,9.077812,8.772166
652.693824098821/714.397686313247,8.549324,8.642693,7.855449,8.325614,8.637338,8.403388
602.337947376987/335.144788505839,8.128432,8.354005,7.96934,7.309491,7.639545,7.820974
883.461919416461/683.29996464019,17.60766,17.59926,17.60136,17.02938,16.94547,16.83518
530.709774619655/594.184189439521,10.150001,11.322455,10.836332,10.830073,11.012262,10.596321
932.185284530907/395.350468413479,7.794436,7.817917,8.153761,7.325643,7.958996,7.926895
31.0554214946011/1248.07114468493,8.500163,8.257673,8.170795,8.598349,8.427375,8.565599
48.90987704093/442.799204737611,8.435507,8.499055,8.40041,8.94026,8.789686,8.753365
31.1940876140929/1707.62424789816,8.598116,8.142873,7.85425,8.75198,8.165117,8.192855
395.566685191372/712.094111403886,6.600021,6.755249,6.822479,7.588666,7.354155,7.286776
624.101968330249/716.411924910578,15.193019,15.034546,14.728675,15.408169,15.264604,15.334272
504.224844949287/682.079659103404,8.439274,8.852028,9.34073,8.572305,9.026521,8.67745
924.460316440515/620.28980750509,15.97741,16.03898,16.03775,15.54346,15.47425,15.11187
581.492599755003/617.200809936651,7.400915,7.274578,7.385693,7.251647,7.853278,7.659418
817.622026410019/687.259099508008,8.33986,8.562524,8.884936,8.361237,8.173413,8.126282
901.529847262198/368.320383062451,6.930806,7.146002,7.510627,7.595678,7.054615,7.299272
825.649440832305/711.266037239499,10.527148,10.787858,10.327193,10.628654,10.371528,10.61473
554.191102145011/800.287135921886,10.120239,9.949721,9.779078,10.138057,10.151387,9.992237
817.943920470121/626.233644679599,9.568091,9.968423,9.774059,9.562631,9.560548,9.728252
567.378072638261/713.385312135443,6.975378,7.453166,6.487298,7.14123,7.497106,7.417353
31.4405264938087/1385.33376542073,8.606805,7.647038,7.878688,7.724708,7.932881,8.668982
976.186095120614/970.408687831685,7.012467,7.423214,7.596693,7.558379,7.711472,7.459656
615.658768503289/786.392745137867,6.266958,6.585347,6.936224,7.108066,7.178594,7.139716
537.139224403783/568.060904623083,7.451244,7.732119,7.786119,7.86474,7.483432,7.62992
399.346913120203/625.16686884496,11.331543,11.30225,11.33041,11.307256,11.444947,11.199502
555.250171326754/786.304731290042,8.103301,8.114955,8.757091,8.179232,8.536264,8.755121
38.1498070767051/768.684129500369,7.907709,8.229104,7.478634,7.55465,7.614671,8.492058
578.858091120134/270.140699485328,9.744804,9.828182,9.517356,9.209227,9.167768,9.117761
31.2077019005491/1158.23338975957,9.079922,9.073895,9.789127,9.052797,9.114176,9.828067
585.787353515625/239.12674810064,10.670523,11.08043,10.951784,11.226303,11.188894,11.048352
527.304228665536/563.196615848288,7.591929,7.669171,7.475708,7.612511,7.614671,7.920227
641.559279057018/243.195261523301,7.840902,8.377652,8.838986,8.281671,8.52405,8.346176
668.700178179825/1080.60866773811,7.714269,7.417507,8.392544,7.860108,7.473801,7.964822
977.430786132812/847.47513954825,8.381321,8.656789,9.000709,9.022793,8.752154,9.090957
788.255154793723/679.413302197948,6.527788,6.672797,6.633878,6.409809,6.602153,6.970539
31.1099650065104/1090.28128976881,9.562244,9.802926,9.388567,8.653856,9.13789,9.394094
38.6744388028195/541.072915225575,7.408583,8.170211,7.457414,7.583196,8.471607,7.750323
487.342507881031/327.107260759783,8.319954,8.858075,9.091096,9.392556,9.556476,9.138946
281.593142325418/526.956029035102,9.395259,9.434575,9.77902,9.950904,9.564213,9.883212
718.354388320655/369.206886857844,7.700463,8.077104,7.786037,8.129963,7.982409,7.9553
417.517224228173/580.176089367294,6.754975,7.353397,7.049109,7.194976,6.978672,7.418661
924.293142218339/375.133136531698,8.104295,6.908035,7.655333,7.18959,7.139757,7.538056
569.972896642852/732.405006291954,8.655492,8.625259,8.408681,8.710917,8.813554,8.376147
31.2481580700791/1130.76269890794,11.78129,11.53814,11.54794,11.18918,11.64344,11.61698
367.864352042215/687.938933113368,7.060988,7.170248,6.969388,7.311144,8.516456,7.671099
573.060970373321/733.408940244502,7.118994,7.004837,7.367657,7.612511,7.872402,7.391002
552.277649996573/857.237598560649,8.184887,8.211687,8.464096,8.905754,8.492051,8.890623
770.571996856154/684.283550197638,11.03298,11.215687,11.15763,11.111552,11.299134,10.81505
489.401351125617/465.163188035298,7.548552,8.324014,8.63402,8.411692,8.611861,8.491673
558.107525741845/862.157083998662,6.906961,7.170248,6.764084,7.500557,6.699986,7.240485
38.8015433194345/250.061762025558,8.466579,7.567117,7.392571,8.188851,7.400617,7.524263
1007.84273703056/622.371328577192,7.665361,7.263351,6.576093,7.108066,7.323783,7.344278
33.9275441169739/309.856604788741,8.294578,8.821734,8.663955,9.06356,8.614652,9.403381
31.1038597508481/743.814393599995,8.143488,8.527532,8.760232,8.58155,8.495106,8.808696
31.4577718366656/1661.63651281557,8.857986,8.150014,8.392193,8.116389,8.100075,7.705586
916.62756240577/491.13136707299,6.523682,6.672797,6.867518,6.612591,6.898509,7.718659
531.757335997464/500.074882435326,13.28707,12.49277,12.66608,12.51493,12.25121,12.41537
40.7127365647701/430.082652832588,7.375076,7.711125,7.919195,7.960991,8.054571,7.906721
38.889297937092/468.031094900299,7.631355,7.669378,8.396132,8.553112,7.589361,7.787299
571.10347707648/719.281348665445,6.718593,6.965654,7.298199,7.157531,7.234839,7.074486
31.2201579579136/1324.06074879092,9.861943,9.108792,9.189543,9.379231,9.228989,9.337783
503.351738109923/734.418054823917,5.524042,6.091914,6.264951,6.489228,6.835322,6.360885
677.340771056058/547.242222355511,7.756702,8.04589,8.109818,8.028065,8.203795,8.176322
562.335892526727/783.346840726663,9.938069,9.136297,9.348955,9.065455,8.964184,9.185523
544.600229363692/899.211472962532,8.528175,8.788671,9.0092,9.550619,8.813495,9.291092
43.938595955832/523.130584793545,7.426299,8.158887,8.11847,8.653297,8.013008,8.13228
