Sample,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
551.858879223204/857.22725829853,313,163,126.0274658,105.4451294,128.4699707,106,306,171.9920654,175.1303711,153.8015137,295.265625,142,289,178.8554688,132.2811279,117.2010498,457.0852051,261.1303711,409.9870605,235,582.8344727,444.8427734,244.8813477,288.4465332,552.3701172,510.876709,579.1616211,551.8208008,547.2275391,610.8740234,449.4665527,443.3632813,480.6943359,300.5092773,276,233.2174072,911.7041016,740.3500977,1295,580.3266602,291,247,248,299,211.2618408,288.7626953
553.082686574836/792.206661893989,46,44,62,44,56,46,49,44.0838623,92.83679199,102.5465088,175,97.37664795,335,129.1413574,131.1540527,88,501.9914551,293.513916,461,341,432.4946289,360.848877,293,281.8032227,410.3728027,366,494.2563477,568.8041992,533.855957,496.1157227,457.9609375,364.748291,481.8400879,403.7946777,292.2060547,253,992.0004883,659.4814453,1287.426758,527.2456055,350.7436523,183.0362549,255.6157227,175,211,223
498.37094651607/563.182690962406,89,110,122,100,102.9250488,84,107,95,96,120,108,121,123.9041138,105,97,81,188.0080566,173.6816406,150,138.0284424,83.89923096,105,138,115.631897,314,184.4871826,192,246,294.8835449,198.4954834,424,251.7730713,707,361.6240234,556,454,460.8540039,501.3896484,1281.179688,666.5385742,162.0273438,193.0794678,202.7166748,206.1331787,115,147.373291
534.345297830147/386.306121939469,38,45,30,41,55.63519287,58,44,41,159.2354736,103.6879883,284.65625,235.6439209,222.5194092,154,235.0177002,174.9829102,742.7368164,487.3093262,259,206,283,159,364.5930176,380,1276.30957,670.2705078,464,367.7399902,432.8125,319.9274902,351.6352539,269,498,362.9665527,859,472.6936035,713.956543,564,879,486,418.3205566,236,246,234.7473145,203,173.8997803
975.137770267955/859.428307664223,62,72,66,70,105,54,70,65,74,72,102.8346558,74,66.58428955,50,78,89,101.3287354,77.69226074,121,103,220,167,267,185.6566162,284.8847656,411.0195313,250,246,336.7392578,248.3398438,261.8991699,147.3398438,272.5949707,303.411377,1081.519531,917.4233398,1260.716797,783.1113281,1054.613281,546.9741211,206.4234619,178,144,126,142.0388184,156
31.166035434656/1123.26751723494,1012.272461,414.2258301,1176.96875,932.9633789,241.2994385,211.9317627,1184.257813,813.3334961,1167.660156,592.6210938,1250.69043,1176.404297,1687.110352,1293.314453,1101.029297,866.3115234,1945.075195,1138.584961,1074.243164,696.5732422,1223.833008,883.9667969,1182.847656,994.2436523,1201.130859,1005.068359,966.5063477,896.5522461,721.9555664,706.9755859,1433.325195,1220.210938,1660.352539,880.0004883,1365.945313,746.1733398,978.3803711,661.1386719,2492.960938,846.2128906,1603.553711,1175.974609,1150.824219,1104.15625,1059.063477,1053.448242
747.168121873287/310.213812584896,43,64,42,43,70,42,63,41,112,71,160,95,62,45,99,68,393,236.8096924,229,81,164,54.80175781,216.8339844,238,480,306.8234863,297,269.4299316,322,109,397,416.3640137,460.8544922,172,738,331.0834961,815,573.6254883,1250.386719,308.6005859,346,252.7091064,210,145,97.29656982,131.5373535
389.356510095429/627.161259645213,44,71,46,43,44,47,48,106,176,145.84021,260.7255859,95.82824707,198,156,190,130.1817627,467.0817871,309.9575195,395.5068359,284,596.2768555,503,252.5357666,239,838.8164063,505,494.2055664,501.5175781,734,589.5239258,444.8400879,419.8564453,868.793457,420.7976074,1246.513672,629.6152344,989.1660156,825.9174805,966.8305664,545.1142578,295.6940918,375.0686035,245.1445313,205.0252686,257.623291,258
31.2782455578185/1182.08116977696,320.5026855,256.9226074,710.0239258,578.6616211,171.8642578,98.03338623,848.5429688,430.7312012,594.9233398,551,1194.947266,721.7783203,944.2670898,498.5151367,730.4633789,352,1243.31543,466.4555664,966.0014648,550.9677734,747.2050781,554.0151367,683.1044922,693.5087891,674.4179688,611.6586914,968.1220703,681.8066406,341.6872559,485.8256836,759.559082,638.6855469,1141.043945,598.1333008,552.3193359,521,641,284.9890137,1095.37207,496.8796387,690.5869141,746.2109375,684.3852539,716.7060547,593.8632813,679.1142578
31.2650873953836/885.302904147361,948.6420898,393.6181641,1678.518555,1276.053711,222.2211914,121,1359.835938,660.3891602,1164.235352,626.2695313,1993.763672,1378.324219,2099.111328,1223.665039,1195.098633,798.8374023,1951.509766,722.421875,2304.492188,1250.114258,1766.564453,1126.021484,1604.334961,1334.262695,1415.331055,1300.946289,1151.958984,903.1625977,1241.138672,938.2324219,1734.836914,1630.725586,2024.063477,847.0244141,1473.851563,944.9033203,1166.866211,934.2617188,2718.318359,1017.302246,1663.211914,1443.858398,1450.99707,1221.615234,1065.223633,942.9570313
561.51719156901/871.229177004015,9321.460938,3618.849609,2363.074219,1641.878906,7170.398438,2145.740234,5813.339844,2690.996094,3237.898438,1954.628906,3609.412109,2525.564453,4469.527344,2831.814453,2496.09375,1738.163086,6052.304688,2590.212891,4258.878906,2127.923828,3483.064453,2711.71875,784.543457,812.0708008,1882.999023,1059.294922,2836.166016,2623.730469,1801.567383,1239.306641,983.7104492,608.8808594,3782.509766,1679.753906,4801.140625,2051.896484,2184.679688,1679.881836,4325.386719,1697.061523,4015.453125,2877.296875,3004.654297,1874.601563,1808.817383,1680.885742
510.472338760108/546.16943601115,93.38470459,51,71.68157959,75.74078369,66,64,81,63,101,128,102,104.9310303,318.4997559,269,171.1679688,119,8360.96875,2052.722656,1488.245117,416.1975098,4023.361328,2404.085938,2345.490234,2433.5,37857.53125,23343.20313,8849.328125,5746.957031,29610.67188,19802.79688,24846.875,15264.42969,21894.8125,4350.410156,85632.125,24594.89063,173458,103315.9375,136790.75,34989.8125,27628.71875,11072.80469,9841.5,5955.007813,5682.324219,7565.019531
31.2590699112206/885.300836333512,948.6420898,393.6181641,1678.518555,1276.053711,222.2211914,115,1359.835938,660.3891602,1164.235352,626.2695313,1993.763672,1378.324219,2099.111328,1223.665039,1195.098633,798.8374023,1951.509766,722.421875,2304.492188,1250.114258,1766.564453,1126.021484,1604.334961,1334.262695,1415.331055,1300.946289,1151.958984,903.1625977,1241.138672,938.2324219,1734.836914,1630.725586,2024.063477,847.0244141,1473.851563,944.9033203,1166.866211,934.2617188,2718.318359,1017.302246,1663.211914,1443.858398,1450.99707,1221.615234,1065.223633,942.9570313
566.789708187706/804.272281440085,128.0189209,54.16696167,72,56,77,47,84,64,157.1069336,118.5150146,120.6324463,228.9320068,218,357,182,129.5180664,539,343.5112305,441,267.2856445,558.4550781,447.3898926,321.4133301,313,784.0170898,538,470.7944336,575.90625,652.4042969,817.4550781,635.2026367,407.4133301,531.1552734,395.2133789,442,199.8039551,1220.693359,784.5927734,1205.735352,566,324.9216309,320,232.2183838,247,152.3250732,211.8441162
996.867349189624/787.510808954691,107,72,83,61,98,68,87,60,73.54589844,98,103.4089966,75,83.31335449,62,72.09179688,86,189.7856445,181,119,80.03302002,159,110,153.6929932,125.2664795,648.1738281,324.5441895,316,223.5792236,319.9987793,302.2885742,211.467041,204.303833,511.3037109,310.4521484,1215.826172,656.9018555,803.2861328,720.684082,916.4487305,483.3071289,225.0854492,181.7774658,136.7486572,140.7416992,155.8348389,174
432.676437645628/576.166612564802,66,60,70,68.40753174,71,57.34790039,74,44,86.82122803,53,103,75,97.80786133,91.87188721,73.60290527,171,375.7958984,356.8222656,223.3302002,277.8347168,397.8325195,218.2315674,430,266.9213867,1175.635742,743.0908203,555.2612305,624.1303711,798.1669922,649,726,881.4038086,365.1582031,632.324707,791.4086914,665.9682617,1214.90625,1174,649,846.9926758,212.4436035,358.3547363,327,215.821167,349.8996582,297
580.414801346628/287.221180739945,640.6875,344.190918,356,232.2874756,372,238,518.3325195,426.7666016,344,317,582.4692383,342.8500977,511,312,358.1428223,318,709.5366211,371.3378906,465,274.78125,302,286.0932617,245.1199951,288,394.8916016,316,347,361.1713867,318.2385254,274.5507813,1206.408203,740.527832,447,385.5749512,483,281,389.0522461,345.6953125,620.0336914,275,563,533,272.7155762,260,274.2976074,363
31.2670351664225/1278.72262383241,484.1906738,253.7261963,718.6801758,414.9658203,428.3532715,180.1953125,519.9760742,326.4492188,610.6899414,428.7719727,967.0996094,544.8300781,1196.207031,668.3666992,358.2265625,438.8000488,843.7480469,495.0952148,670.4404297,473.6965332,721.9150391,461.9199219,741.8979492,633.8212891,596.003418,512.8095703,675.5024414,353.7788086,394.130127,411,776.8408203,577.9287109,927.5927734,630.0415039,958.9868164,417.2727051,556.8349609,552.1000977,1296.363281,438.2675781,924.4277344,655.5844727,667.0185547,683.387207,448.0268555,550.5644531
607.447388766105/780.313225147744,183.4422607,108.3449097,91,75,123.7868652,138.5236816,133,72.19567871,212.1943359,214.053833,321.0742188,197,314.1582031,242.2794189,305.2224121,227,585,507.1958008,358.0075684,220.0584717,836,512.019043,392.6765137,310.4047852,1065.932617,894.3823242,476.5681152,513.8735352,919.8491211,629.730957,393.5839844,545.0537109,614,378.3996582,321.5461426,214.0152588,1193.172852,930.4453125,931.1958008,422.7282715,288,302.3237305,219.7028809,249.8724365,243.4122314,228.7736816
670.418000873766/320.157964140081,46,66,48.72109985,86,85,82,85,73.05499268,339,181,203,252,197.3370361,93.81201172,313,280.7231445,823.3642578,484.6240234,306.8288574,394.7539063,317.9279785,229.0765381,432.8288574,397,719.6030273,671.5058594,485.7648926,354.5810547,605.0893555,320.2644043,492.6906738,505.6850586,570.1948242,553.8588867,687.5771484,556.5024414,597.953125,376.3981934,1191.009766,676.4858398,351.2922363,380,295.5742188,300,251,258.6340332
621.459789610746/717.412812987405,248.09021,94,155,125,165,128,265.1364746,208.6356201,618.8212891,474.4790039,2210.107422,1557.942383,1581.359375,1122.860352,4221.0625,3442.328125,13277.10938,6330.21875,5841.277344,4347.671875,8454.921875,6476.367188,27010.25,25299.26563,44554.3125,29977.79688,21228.79688,17250.23438,18950.39063,12707.4375,83395.25,59628.125,58030.96875,35603.1875,51985.46875,29491.6875,46617.78125,35962.40625,360938.5,204496.375,29335.39063,24382.4375,20343.17188,17220.79688,15586.21875,15055.8125
572.206954152961/841.274896433578,329.8806152,120.0339966,140,93,222.0032959,64,223.2875977,98,89,93,234.661377,92.00811768,218.8978271,58,73.0559082,95,477.1381836,213,175,92,139,93,124,63,101,99,108.2126465,122.2337036,98,110.4598389,121,114,279,106,184.8527832,106.5476074,139.1263428,138.5054932,1170,392.0454102,245.8110352,104,141,67,66,80
926.094154759457/622.302521725691,1851.228516,674,703.7900391,501.6738281,1056.71582,279.8818359,2302.609375,1375.225586,1171.438477,373.5080566,934.8623047,531.2832031,858,536.4936523,1402.755859,888.890625,1761.22168,921.7856445,907,421.9797363,863.2172852,451.4724121,962.0898438,790.7631836,541.1103516,518.1225586,558.4208984,559.75,755.1035156,252.4501953,694.4726563,537.4516602,1071.123047,414.4020996,1169.993164,543.0200195,1121.304688,827.9213867,1557.798828,597.3876953,878.362793,750.2929688,603.3066406,412.9462891,638.0400391,437
174.431369045324/526.986815166301,46,40,27,28,39,37,40,37,79,59,111,109.6818848,102.4391479,77,168,92,405.3859863,210,168.2559814,141.3227539,532.996582,356.9963379,360.2866211,244.706665,658,495.6618652,324,302.2536621,342,294.8198242,541.0874023,207.0296631,434.0270996,220.2523193,662.8486328,442.6818848,1168.036133,916.5229492,933.0522461,584.1230469,329.9128418,242.7495117,248.4256592,148.0228271,109.2425537,138
975.992526941132/914.458203238866,78,58,56,58.83056641,67,61,66,65,71,63,67.07000732,59,70,80,84,68,319.3640137,144.9107666,115.1585693,94,347,321.9594727,221.3535156,204,599.0458984,516.71875,453,332,419.2814941,290,400.1120605,360.0976563,490.0839844,486.6972656,912.1132813,651.9560547,938.5898438,628.4360352,1162.666992,565.6972656,335.0537109,241,218.907959,198.100708,231.0316162,244
575.733252809759/776.39482395423,46,51,76,43,134,62,48,45,69,49,68,72,61,75,134,121.6342163,134,61,70,93,174,114.145813,385,414.2844238,352,363.8937988,217,187.5682373,287.854248,126.4448853,1186.227539,953,113,78.75439453,310,218.2828369,244,252.0953369,4635.300781,3858.144531,197.3361816,262.0786133,336,187,244.8728027,187
480.689021060341/668.050363782347,48,45,66,48,48,40,61.80767822,41,41,38,49,50,47,43,49,47,105.8651733,58,80,70,98.55755615,64,63,68,445,372.3779297,117,155,309.8212891,305,238.7062988,308,160.5446777,151.2624512,462.2353516,422,1161,867.6357422,904,620.4663086,178.5948486,145,130.9492188,97,109,201
663.604667797423/769.31615294793,102,61.35488892,67,52,106,74,102,80,124,85,199,147,137,119,266.6135254,160.1502686,777.6230469,313,383,123.8500977,385,162.3624268,412.7800293,306,661.7973633,493.5422363,207,259,218.2344971,203.9099121,430.8171387,153.9967041,507.0976563,232,445.3972168,288,636.925293,445,1160.245117,520.4155273,295.2624512,229,169.6630859,166,132,179.2427979
206.806052224678/555.993195450151,54,25,33,33,45,27,39,25,51.84655762,39,58,34,36,39.37399292,76.80053711,53.95715332,238.8591309,194,180.7548828,110,235.2371826,165,122.4023438,140,337.2438965,250.2727051,397.418457,280.2062988,238,200.260376,409.1455078,162.5858154,443,288.5869141,818.3500977,475.6408691,912.8476563,586.6865234,1157,466.3840332,162,231.6968994,149.5123291,79,96.39862061,167.6168213
387.677458646005/612.16916580811,52,59,48,46,43,52,45.08422852,59.74349976,122.1433716,129,121.3837891,171.7567139,145,120.8494263,153.8731689,136.9451904,415,256.7392578,363,230.7717285,680.0415039,492.4499512,273.6191406,218,743.5004883,661.6279297,675.7558594,516.9379883,893.1235352,584.5,463.3046875,444.809082,512,626,726.5302734,869.5405273,1155.851563,966.5009766,581.2719727,635.4584961,335.9189453,317,257,247.0749512,307.5837402,238.3881836
31.2502809491074/995.273371192922,462.5705566,294.0651855,982.0014648,744.546875,382.5952148,182,753.0893555,454.6821289,777.2285156,446.5004883,1243.689453,1042.003906,1416.831055,696.9858398,707.7773438,605.2631836,991.8999023,498.28125,1351.291016,1095.813477,1218.880859,701.206543,1253.193359,1205.249023,1149.393555,851.5605469,834.0991211,779,746.2143555,620.3964844,1068.604492,748.3452148,1112.458984,1125.764648,1589.438477,831.9052734,836.1694336,834.3496094,1567.969727,682.1401367,973.2338867,690.6826172,561.3320313,500.0356445,662.0869141,493.8991699
524.447595429002/661.133773027129,118,50,65,134,140.0637207,71,125,60,285,253,222.8120117,202.5118408,297.8256836,324.1035156,302.6130371,369.1694336,1116.412109,860.4038086,507,719.9775391,732.9384766,731.0361328,835.9428711,788,1663.80957,1616.93457,967.8066406,1029.310547,1477.261719,1225.4375,1726.358398,1533.036133,2413.283203,1791.433594,2524.228516,1696.615234,2594.513672,1951.023438,5355.191406,3068.90625,803.503418,911.3945313,587.5981445,554.0361328,673.6987305,760.2861328
31.2281579804002/1154.74982481167,676.9794922,338.8005371,674.3110352,667.8530273,360.3305664,164.5721436,1107.443359,649.6665039,499.7763672,825.644043,978.8798828,614.1342773,1146.454102,874.7490234,734.5839844,709.4628906,1454.916992,928.5458984,893.8745117,695.215332,625.8530273,624.8608398,1125.504883,643.5893555,698.4003906,703.5786133,557.7177734,691.4355469,806.6992188,503.4912109,808.3505859,630.0986328,1116.936523,690.793457,1015.322754,395.7868652,609.2451172,520.5317383,1215.676758,537.9057617,977.5927734,938.8271484,647.0698242,843.8027344,652.2573242,693.5600586
568.709300794099/713.38080622331,60,35,52,36,56,53,43,52,46,33,50,53,49,44,57,46,56,38,49.45904541,45,95,67.39678955,108.5280151,115,101,80,45,62,95.42504883,93.71472168,239,193.5004883,53,49,153.1330566,69,84,107,1435.597656,600.9970703,125.8283691,146,63,88,106,104
943.716339646724/795.396818419398,4856.792969,2608.09375,2245.382813,1939.40332,2357,1115.513672,8824.195313,4997.277344,2502.822266,1510.519531,2232.054688,1536.646484,2078.904297,1420,2987.726563,2364.945313,6512.082031,3310.714844,2553.90625,1888.607422,1758.177734,1149.513672,3360.060547,2609.410156,1850.700195,1594.463867,1935,1490.725586,1468.30957,1129.538086,1771.68457,1413.357422,3131.335938,1885.667969,4231.476563,2414.720703,1881.217773,1392.500977,5709.734375,2799.931641,2813.035156,2620.945313,2266.005859,1750.466797,1567.402344,1582.802734
970.423447993764/820.463476117183,54,50,58,53,71,42,63,53.10092163,65,40,85,65.23956299,63,56,56,55.64578247,188,94.28137207,78,85,292.940918,209,164.4863281,211,410.9899902,219.2718506,231.3347168,186.8969727,317,181,287.6740723,245.9876709,431,311.4128418,787.5332031,436.9543457,468.779541,425.3972168,1139.399414,489.9326172,238,219.5095215,155.6345215,163.25,138.6506348,139
392.109581127501/599.147772043661,46,47,64,41,60,44,70,51,179,69,127.3207397,83,251.887207,106.0761719,124.690979,149.3876953,538,230,330.1953125,250,406.4240723,318.2514648,183,217,640.6806641,464.8300781,543.831543,375.8317871,590.6376953,414.4418945,446.2016602,301.1953125,765,417.5021973,857.5649414,665.2231445,1139.347656,837,833.1547852,530,456.5036621,318,182,239,273.8505859,231
38.6523507101494/113.024354352971,466.6853027,248.6732178,947.0888672,595,293.1367188,103.8366089,651,385.4326172,557.4785156,291.4362793,829.9892578,559,1216.421875,788.8110352,500.8959961,393,1145.308594,572.0068359,1108.9375,658.2382813,1128.951172,789.9257813,879.5859375,667,779,441.4963379,557.9370117,369,553.3710938,369,867.8666992,592.3710938,789.2021484,589,769.3686523,406.8327637,483.9575195,353,1134.707031,488.4787598,1101.510742,741.6411133,560.0126953,541.0297852,524,422.7404785
390.075404116982/660.144228807671,52,45,49,41,58,58,64.33404541,40,150,117,120,98.44317627,242.9517822,238.8104248,145.4589844,159.4118652,532,333.092041,353.5678711,291.7702637,1022.911621,517.8774414,334.5007324,296,712.0400391,629.4829102,835.6777344,480,765.5532227,664.4946289,670.7436523,554.2646484,959.2866211,516.3701172,1130.796875,916.8696289,1040.154297,935.7592773,1099.845703,652.1855469,431.317627,364,284.7370605,348,267.3256836,274.3757324
666.948388886033/283.154934653685,88,40,48,47,85,61,128.2813721,60.14169312,104,79,178.1391602,138.2988281,178.3981934,149,301.1132813,233.7108154,628.6674805,295.1291504,229.1612549,137.5461426,167.0335693,235.5863037,333.213623,303.3522949,676.2885742,547.6459961,251.3043213,217,208.614502,200.3114014,385,336.6918945,531.8930664,281.2988281,639.8852539,301,685.5561523,374,1126.112305,412,333.314209,222.729248,193,172,150.4805908,164
356.941211901213/696.083357093488,55,45,34,45,49,38,49,31,79.60906982,103.321228,101.0639038,108,100,129,109.7298584,98,345.1293945,352.9106445,282.3840332,197.0854492,461.4929199,280,211.1844482,192.012207,929.8100586,520.7089844,510.2558594,505,424.8713379,349.1870117,478.277832,392.4619141,613.2880859,611.7724609,1120,574.7011719,981.2167969,854,662.9174805,289.4106445,226,255.5089111,179,144.8094482,207.6843262,204.3513184
40.7354913343463/642.906107569164,56,79.93359375,70.76019287,79.19598389,89.96337891,107.3303833,78,69.76019287,154,67,134.803833,107,127,74,198,205,278,375.3344727,163.8620605,139.0366211,340.673584,250.5469971,242.0922852,272,551.8618164,552.8642578,454.9838867,376.5461426,558.8793945,422.2719727,471.8266602,353.045166,430.0913086,289.2617188,585.4760742,381.3303223,1113.271484,977.5385742,747.3662109,531.8354492,268.0732422,196,153.1503906,171.8199463,134.6405029,277
591.650125068531/748.400438945904,44,48,45,44,48,38,47,40,47,49,69,57,77,50,123,73.13598633,71,72,86,67,90,78.28210449,497.5766602,559.1425781,123,128.354248,131,121,182,155.3443604,535.7197266,404.0480957,246.1381836,182,204,154.6602783,185.3242188,125.0179443,3692.929688,2171.330078,226.8046875,179,150.3933105,107.354248,84.28491211,110
539.136107327645/480.107370038172,501.3933105,448,108,129.7701416,288.9038086,365.9460449,449.5163574,400.8898926,874.640625,867,212,197.2877197,1718.555664,1132.592773,573.7045898,666.1523438,2204.261719,1652.858398,558,556,1411.466797,910.9838867,904.8696289,539.6386719,1316.952148,906.2109375,360.2878418,262,1359.163086,1299,674.5107422,602.5869141,2473.783203,1792.464844,451,348,1043.383789,790.394043,1086.192383,677.6435547,803.0625,561.2270508,468.3925781,416,507.4228516,620
31.2381400392767/1089.75292107715,903.5229492,639.4824219,1650.521484,1041.308594,469.2612305,280.5734863,1199.175781,668.5844727,1070.973633,912.6435547,2254.861328,1268.907227,2333.066406,1115.963867,1335.336914,1125.669922,2799.773438,1220.453125,1799.200195,1193.02832,1303.823242,1227.754883,1345.149414,1136.599609,1522.213867,1113.808594,1179.423828,1136.067383,953.5541992,800.1108398,1395.925781,1059.161133,1840.282227,1045.266602,1560.824219,1072.950195,1103.044922,1003.203613,2898.019531,1171.048828,1938.829102,1342.162109,1296.960938,1305.888672,1091.81543,1235.141602
530.270603648403/708.113875052407,65,45,30,43,41,59,55.89102173,56,58,58,70,52,51.75967407,49,77.32580566,60,151.5415039,93.84802246,225,83,177.9620361,201.2807617,126,65,824.7563477,404.3720703,254.7513428,227.9078369,315.690918,516,296.1726074,319.7045898,150,139.0280762,916.3452148,328.5070801,1103.251953,749.1352539,856.7353516,367.784668,209.3258057,173.2807617,163.2722168,211.6235352,272.4038086,141.7338867
613.483123243901/730.258294563711,92,51,78,66,83,61,65,84.95800781,174.0224609,61,85.95593262,67,103,99.56176758,174,226.6713867,552.2548828,234.0877686,165,139.619751,267.8774414,135.5727539,337.6459961,317,658.5854492,598.3945313,143,133.387207,270.5898438,282,320.6872559,243,545.3271484,313.2509766,151,107,267.362793,344.1831055,1086.395508,463.4494629,228,226.927124,201,131,134.84729,123.6259155
1026.12754098993/929.447122055778,77,81,76,61,73,62.27261353,78,61,92.44799805,63,96,81,84,73,110,80,137.8280029,139.9158936,143.9311523,129.7545166,279.6201172,251,261,192,546.097168,420.8508301,271.7094727,332.699707,220.2999268,243.6075439,217.8931885,194.84729,352,289,941.2294922,809.4575195,1085.010742,676.2680664,592.9541016,497.0461426,157,164,141,143,143.1861572,128.1776123
31.2041405794913/1131.23330725691,565.1503906,239.7287598,1072.335938,609.8583984,160.3192139,155.3852539,582.6899414,369.6628418,524.8740234,364.0449219,1153.104492,644.862793,1283,728.6826172,809.1694336,811.6235352,1176.78418,440.3637695,1099.857422,877.3647461,861.6357422,470.625,1071,959.9135742,788.9448242,585.5537109,785.2753906,525.6738281,929.5830078,571.5932617,1257.438477,978.203125,1073.02832,718.5458984,1666.541992,857.9194336,869.824707,582,1772.964844,566.0976563,893.7133789,766.6894531,741.0727539,949.5761719,567.394043,427.6447754
546.852349532278/849.199196708158,57,71,53,68,60.37783813,100,83,44,127.4320679,88,128,108,251.4321289,229,290.7089844,241,350.9226074,325.5344238,299,199.5084229,751.2138672,581.4624023,579.6020508,265.7885742,869.7885742,770.4760742,361.7155762,367.9550781,882.2519531,693.7280273,436.871582,334.4616699,435.4321289,319.8237305,251.5351563,179.2716064,1072.269531,780.4077148,849.0913086,478.0927734,249.4331055,376.2521973,334,225.2092285,160.2250977,280.4938965
31.2803505680017/1036.74330925471,559.480957,193.9509277,2326.457031,1370.194336,300.3999023,240.4211426,635.5874023,386.9914551,1202.492188,819.3896484,2388.697266,1098.449219,1423.421875,1538.600586,724.4384766,712.8955078,1476.683594,521.3032227,3054.982422,2126.699219,1232.557617,1471.182617,1583.229492,2191.357422,1801.123047,1808.795898,905.0717773,1021.723145,1243.605469,1133.929688,2385.855469,2063.648438,3190.390625,1656.978516,2374.806641,1263.354492,1785.001953,1164.649414,3381.902344,1199.611328,1689.816406,1012.022461,1415.607422,638.6748047,954.4555664,561.9692383
524.876910293311/634.136490272501,73.84832764,40,59,45,56,59,47,65,80,58,91,51,63,83,89,79,279,154,141.6048584,104.9277344,137,95.48791504,150,165,315,239.2811279,122,128.9294434,206,144,286,255.1326904,345.2346191,242,454,204.2452393,297.9291992,357.7058105,1062.084961,512,165.1887207,155,114,129,105,120.0675049
540.303246749075/805.193261642101,60,49,37,58,117,59.49990845,80,50.84210205,87,109.1848145,202.7637939,97,351,171,160.8157959,180,256.5,304.5,172.6843262,138.8948975,389.421875,412.8435059,305,267.3684082,710.0537109,500.2907715,383,330,928,587.315918,479.6054688,221.5526123,450.0791016,220.8435059,206.9737549,147,1059.501953,641.0791016,780.9233398,406.6064453,328.4475098,199.7631836,266.8947754,143,178.0789795,192
561.519335295025/680.019769305628,849.1464844,495.3425293,461.5605469,411,728.9506836,498.5786133,674.3588867,492.9748535,578.175293,442.6958008,705.0527344,584.5922852,814.0068359,482.7419434,563,391.0671387,1058.541992,547.875,609.3491211,370.8349609,546.730957,485,380,332,519.1977539,432.2941895,495.8754883,515.4213867,370.7246094,358.284668,528,306.1640625,657,391.8859863,708.4746094,465,431.5734863,488,731.8076172,551.9936523,751.0859375,642.284668,541.1196289,433.9245605,488.1091309,491.5544434
551.459350585938/801.281561785829,109.0511475,45,55.25686646,47,50,59,147.8184814,61,282.7617188,148.8319092,387.1379395,273.7978516,293.6242676,306.9165039,214,186,825.3754883,587.9399414,831.6914063,513.9428711,1101.914063,1058.350586,551.9995117,545.3935547,1392.387695,963.7319336,1222.841797,1189.550781,1575.625977,1560.90332,1121.845703,828.3300781,1103,655.6308594,617,333,2518.859375,1753.626953,2810.626953,1463.571289,468.8798828,582,409.331543,315.9057617,329.7102051,486.0410156
30.9182982193796/999.774879058886,681.2143555,405.5532227,384.0661621,391.3354492,525.7319336,331.8564453,520.6293945,522,485.2307129,337.5224609,691.1928711,399.4931641,667.1967773,536.7241211,408.8474121,575.40625,1057.891602,423.9353027,647.7641602,525.0390625,563.8452148,461.769043,430.3435059,430.7912598,590.6738281,455.4501953,425.6992188,401.9470215,375.0595703,552.8945313,540.5380859,475.5871582,631.0761719,484.8452148,536.8012695,533.9760742,551.3657227,556.1391602,901.9594727,377.1435547,669.5541992,480.9379883,405.8806152,397.8972168,397.4899902,503.9230957
45.282666741756/386.060539079718,50.62576294,42,57,46,44,44,134.1783447,89,66,75.22241211,102,86,255,122,173.2397461,93,361.6022949,213.9168701,167.6496582,191.2104492,379.3029785,203.3381348,294,195,634.1235352,547.246582,387.0092773,255.8916016,426.5712891,212.4398193,380.7792969,339,425.5334473,317,722.4194336,377.3842773,762,665,1054.707031,379.159668,217,236.1728516,251,217,193,147.6496582
512.390648022033/389.064707105916,41,36,41,38,78,46,81,43,45,40,85,39,45,46,38,30,100,58,41,52,70.47119141,59,63,61,333.3623047,264.4584961,123,93.65826416,290.8051758,276,167.8696289,202,188,103,342,304,1043.28418,770.4311523,753,429,160.5852051,198,93.4675293,92,71,94
509.033723530016/547.192411571448,55,53.10070801,65,64,49,91.55267334,56,52,49,54,63.07894897,64,88,85,56,47,1932.493164,584.6450195,227,120,852.1240234,599,503.8562012,429,8025.160156,4874.210938,1780.914063,1312,6132.71875,4439.609375,5082.011719,2996.328125,4165.933594,1008.839844,21312.17188,5293.753906,44689.8125,24421.89063,34334.3125,6811.457031,5417.089844,2274.244141,1658.157227,969.1938477,1372.767578,1403.104492
45.2369648448208/573.98768599105,107,55,59,39,114.7963257,49.98391724,82.12207031,91.69763184,202,153.3892822,347.2375488,167.6472168,341.6889648,196.7729492,417.0603027,541.5444336,1430.388672,892,641.0380859,443.6943359,1374.43457,1033.499023,1182.956055,1267.306641,2939.070313,2757.068359,2321.015625,1655.925781,2798.292969,2066.789063,1805.479492,1528.044922,1774.62793,1281.756836,3722.259766,2259.6875,5630.4375,4493.785156,5211.570313,2340.230469,1244.389648,1166.730469,762.3706055,908.2485352,755.5820313,641
